nama_toko,url_toko,rating_toko,nama_produk,harga,rating_produk,terjual,lokasi_seller,kategori,badge,url_produk,platform,waktu_scrape
Watsons,https://www.lazada.co.id/shop/watsons/?itemId=8111198068&channelSource=pdp,-,Wardah UV Shield Airy Smooth Sunscreen Serum SPF 50 PA++++ 25ml - Sunscreen matte dan ringan - Sunscreen Wajah - Meredakan Jerawat - Ringan - Mudah Meresap - Calming and Repair - Boosting Sunscreen - ,-,4.9,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i8111198068-s14502382525.html,Lazada,2026-09-21 10:14
CV Tangkur,https://www.lazada.co.id/shop/cv-tangkur/?itemId=7704248365&channelSource=pdp,-,"Tissue Nice 360 Helai Paket 5 Pack KEMASAN BARU
Rp37.900 -16%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7704248365-s14168648261.html,Lazada,2026-09-21 10:14
Posh,https://www.lazada.co.id/lazada6960073_posh-127217203/?type=brand,-,"[Paket isi 2] Posh Men Eau de Parfum Black Suit 100ml
Rp43.000",-,4.9,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i7246768009-s13578948774.html,Lazada,2026-09-21 10:14
Buku,https://www.lazada.co.id/buku/?type=brand,-,"1 Pak Buku Kraft Ukuran Kwarto 58 & 38 Lembar (Isi 10 Buku)
Rp32.500",-,-,-,Kab. Gresik,Buku & Alat Tulis,-,https://www.lazada.co.id/products/pdp-i8246428580-s116275423484.html,Lazada,2026-09-21 10:14
Jet store,https://www.lazada.co.id/shop/jet-store/?itemId=1877024158&channelSource=pdp,-,"Original Robot M205 2.4Ghz Wireless Mouse with on Off Button Optical 1600Dpi with USB Receiver for Pc, Laptop, Bonus 1 Robot Mousepad for M205 Series Can Be Used on All Windows, Mac Os/Chrome Os / Oli",-,4.9,-,Kab. Gresik,Komputer & Aksesoris,-,https://www.lazada.co.id/products/pdp-i1877024158-s116280765784.html,Lazada,2026-09-21 10:14
Teknik Baru Elektrik LZ,https://www.lazada.co.id/shop/teknik-baru-elektrik-lz/?itemId=4039000870&channelSource=pdp,-,"Lampu Downlight LED 3 watt 2 warna Putih Biru 6w 3 Step 3w + 3w Bulat inbow Kotak Hias Plafon kuning
Rp
20.543
Rp
25.000
-18%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i4039000870-s11899872782.html,Lazada,2026-09-21 10:14
Braxley Store,https://www.lazada.co.id/shop/braxley-store/?itemId=1692024786&channelSource=pdp,-,"Tonjokan Keteng Original Mio Sporty - Mio Smile - Jupiter Z - Vega ZR - Vixion - Jup MX OLD 5MX KD54
Rp
44.550
Rp
45.000
-1%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i1692024786-s3283718174.html,Lazada,2026-09-21 10:14
BAUT.KITA,https://www.lazada.co.id/shop/baut-kita/?itemId=8616964462&channelSource=pdp,-,"[25/100 Pcs] Paket Pentil Ban Luar Tubeless Pendek TR161 Drat Luar Panjang 33mm
Rp60.000 -8%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8616964462-s16022930792.html,Lazada,2026-09-21 10:14
Grosir Spareparts Motor,https://www.lazada.co.id/shop/grosir-spareparts-motor/?itemId=7349206583&channelSource=pdp,-,"Honda Oli MPX 2 10W-30 SL JASO MB 0.65L 24pcs
Rp920.000",-,4.8,-,Kab. Gresik,Otomotif,-,https://www.lazada.co.id/products/pdp-i7349206583-s13752524684.html,Lazada,2026-09-21 10:14
Posh,https://www.lazada.co.id/lazada6960073_posh-127217203/?type=brand,-,"Posh Roll On Soft and Smooth Botol 50ml
Rp15.100",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i2155092539-s4141552930.html,Lazada,2026-09-21 10:14
Inteco Shop,https://www.lazada.co.id/shop/inteco-shop/?itemId=7710012728&channelSource=pdp,-,"Headset QKZ AK6 Sport Earphone Bass Gaming Headset Dengan Mic
Rp37.999 -62%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7710012728-s14185578084.html,Lazada,2026-09-21 10:14
Tokonest,https://www.lazada.co.id/shop/tokonest/?itemId=8745190198&channelSource=pdp,-,"200Pcs Baby Cotton Bud Cotton Swab Spiral Ear Pick Korek Kuping Pembersih Telinga Bayi HM1087
Rp9.900 -46%",-,4.6,-,Kab. Gresik,Ibu & Bayi,-,https://www.lazada.co.id/products/pdp-i8745190198-s16185288998.html,Lazada,2026-09-21 10:14
TOKO AL MADINAH KURMA,https://www.lazada.co.id/shop/toko-al-madinah-kurma/?itemId=7542590001&channelSource=pdp,-,"coklat arab turki mix 500gr/coklat turkey mix
Rp40.000 -60%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7542590001-s13955210640.html,Lazada,2026-09-21 10:14
Nusantara Jaya ID,https://www.lazada.co.id/shop/nusantara-jaya-id/?itemId=2594530142&channelSource=pdp,-,"Baterai ABC Alkaline AA isi 6 pcs 1.5V
Rp29.500",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i2594530142-s4764586557.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=7861504029&channelSource=pdp,-,"[Paket Isi 3] KODOMO Pasta Gigi Orange Tube 45GR
Rp13.430",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7861504029-s14274492182.html,Lazada,2026-09-21 10:14
Sparindo Mustika Store,https://www.lazada.co.id/shop/sparindo-mustika-store/?itemId=565914576&channelSource=pdp,-,"BDL Facial Wash 100gr Papaya
Rp26.900",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i565914576-s11990024690.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=6212656826&channelSource=pdp,-,"Posh Hijab Chic Roll On Refreshing Green 50ml
Rp15.100",-,4.9,-,Kab. Gresik,Fashion Muslim,-,https://www.lazada.co.id/products/pdp-i6212656826-s11809462855.html,Lazada,2026-09-21 10:14
ABS_ACC.ID,https://www.lazada.co.id/shop/abs-acc-id/?itemId=8167632487&channelSource=pdp,-,"ABS - Adapter Charger Universal All Tipe Batok 65W Non Fast Packing Plastik
Rp10.229 -41%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8167632487-s14570644073.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"Forvita Margarin Sachet 200gr
Rp6.400",-,5,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8256830708-s14666246882.html,Lazada,2026-09-21 10:14
HCSHOP8,https://www.lazada.co.id/shop/hcshop8/?itemId=6684428118&channelSource=pdp,-,"Kaos Polos Anak Ideal Usia 2-16th Unisex Cowok Cewek Kaos Oblong Anak Pakaian Anak
Rp9.900 -75%",-,4.8,-,Kab. Gresik,Fashion Pria,-,https://www.lazada.co.id/products/pdp-i6684428118-s12709838022.html,Lazada,2026-09-21 10:14
Lz.Kidswear,https://www.lazada.co.id/shop/lz-kidswear/?itemId=6677650667&channelSource=pdp,-,"Topi Apolo Dewasa LAKI LAKI PERTEMPUAN //Pet Cap Hat Casual Terendy Stylis
Rp12.300 -51%",-,4.6,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6677650667-s12696796140.html,Lazada,2026-09-21 10:14
Golden Led Store77,https://www.lazada.co.id/shop/golden-led-store77/?itemId=8776060315&channelSource=pdp,-,"GLS - Lampu Darurat LED Tube USB Rechargeable 40W 60W 80W Cahaya Putih 6500K Emergency Lamp Portable
Rp25.880 -35%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8776060315-s16220542319.html,Lazada,2026-09-21 10:14
Assylafashion,https://www.lazada.co.id/shop/assylafashion/?itemId=8677012473&channelSource=pdp,-,"HIJAB INSTAN OVAL JERSEY / HIJAB PASHMINA INSTAN KAOS JERSEY/ PASHMINA INSTAN KEKINIAN BY ASSYLA HIJAB
Rp25.900 -26%",-,4.8,-,Kab. Gresik,Fashion Muslim,-,https://www.lazada.co.id/products/pdp-i8677012473-s16160432568.html,Lazada,2026-09-21 10:14
eiem beauty,https://www.lazada.co.id/shop/eiem-beauty/?itemId=8409048522&channelSource=pdp,-,"EIEM BEAUTY - RETI-IV 50gr
Rp42.248",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8409048522-s14849654865.html,Lazada,2026-09-21 10:14
-,-,-,"TERMURAH [ PAKET 10 LEMBAR ] Wallpaper 3D Foam Batu Bata / Sticker Dinding Timbul Toko Kenzio
Rp34.299 -31%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6345988396-s12039742014.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"MAMA Lemon Jeruk Nipis 920gr
Rp13.100",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7862472343-s14275242396.html,Lazada,2026-09-21 10:14
Nestle Flagship Store,https://www.lazada.co.id/shop/nestle-flagship-store/?itemId=18814870146&channelSource=pdp,-,"[Paket isi 3] MILO Activ Cube 67.5gr
Rp32.400",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i18814870146-s116252078568.html,Lazada,2026-09-21 10:14
PCC,https://www.lazada.co.id/shop/alkahf/?itemId=8080932412&channelSource=pdp,-,"Peci Songkok Kopyah Malaysia Super Premium Tebal
Rp82.100",-,4.9,-,Kab. Gresik,Fashion Muslim,-,https://www.lazada.co.id/products/pdp-i8080932412-s14612598334.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"[Paket isi 2] SOKLIN Deterjen Cair Red 1600ML
Rp59.100",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7931358996-s14345350368.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=8813694129&channelSource=pdp,-,"K Natural White Sabun Mandi Magnolia 6x500ml
Rp133.000",-,4.9,-,Kab. Gresik,Otomotif,-,https://www.lazada.co.id/products/pdp-i8813694129-s16251398980.html,Lazada,2026-09-21 10:14
Unilever Flagship Store,https://www.lazada.co.id/shop/unilever-flagship-store/?itemId=7590134280&channelSource=pdp,-,"Rexona Deodoran Roll On Glowing 3x40ml
Rp45.000",-,4.9,11,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7590134280-s13999760139.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=7860544323&channelSource=pdp,-,"[Paket Isi 6] Systema Sikat Gigi Smart Clean Isi 3 pcs
Rp54.700",-,4.9,13,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7860544323-s14273418044.html,Lazada,2026-09-21 10:14
Philips,https://www.lazada.co.id/philips/?type=brand,-,"PHILIPS DST1030/20 SETRIKA UAP 1000 SERIES 400W ANTI LENGKET ORIGINAL
Rp329.900 -1%",-,-,-,Kab. Gresik,Elektronik,-,https://www.lazada.co.id/products/pdp-i18858822705-s116272882568.html,Lazada,2026-09-21 10:14
-,-,-,"Treadmill Manual 15-in-1 Lipat Peredam Kejut
Rp1.018.000 -36%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i4996762534-s14140238766.html,Lazada,2026-09-21 10:14
Maronsparepart_17,https://www.lazada.co.id/shop/maronsparepart-17/?itemId=7718282659&channelSource=pdp,-,"GS Astra Aki Kering GTZ5 Beat Vario Supra X 125
Rp145.927 -23%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7718282659-s14210196622.html,Lazada,2026-09-21 10:14
-,-,-,"BOLIZUN STICKER WALL BORDER PREMIUM MOTIF GLOSSY 10cmx5m/10cmx10m
Rp13.900 -50%",-,-,-,Kab. Gresik,Otomotif,-,https://www.lazada.co.id/products/pdp-i8162632825-s14564702629.html,Lazada,2026-09-21 10:14
Watsons,https://www.lazada.co.id/watsons-brands/?type=brand,-,"Selection Facial Cotton 50gr
Rp13.500",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i9831311-s12550109.html,Lazada,2026-09-21 10:14
Fres & Natural,https://www.lazada.co.id/fres---natural/?type=brand,-,"Fres & Natural Spray Cologne Hijab Refresh Cotton Dreams Botol 100ML
Rp12.200",-,-,-,Kab. Gresik,Fashion Muslim,-,https://www.lazada.co.id/products/pdp-i5158048926-s9610850725.html,Lazada,2026-09-21 10:14
Skymax_indonesia,https://www.lazada.co.id/shop/skymaxindonesia/?itemId=7964254530&channelSource=pdp,-,"COD (1 Lembar Isi 5) Baterai CR2032 Lithium 3V Batre Baterai Jan Tangan Digital
Rp11.000 -56%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7964254530-s14378834984.html,Lazada,2026-09-21 10:14
PKB Bogor,https://www.lazada.co.id/shop/pkb-bogor/?itemId=5757730901&channelSource=pdp,-,"Viva Special Day Cream Pelembab Wajah UV Filter
Rp8.503",-,4.9,-,Kab. Gresik,Fashion Muslim,-,https://www.lazada.co.id/products/pdp-i5757730901-s11211864369.html,Lazada,2026-09-21 10:14
Watsons,https://www.lazada.co.id/watsons-brands/?type=brand,-,"Kahf Skin Energizing & Brightening Face Wash 100ml - Sabun Cuci Muka Pria Membantu Mencerahkan - Mens Face Wash - Perawatan Kulit Pria
Rp42.500",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5194894009-s9758536312.html,Lazada,2026-09-21 10:14
YAM YAM HOUSEWARE,https://www.lazada.co.id/shop/yam-yam-houseware/?itemId=8380388458&channelSource=pdp,-,"Tisu Wajah GOLDEN 1000 Helai Embos Pulp
Rp21.000 -30%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8380388458-s14813260721.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"Ciptadent Toothpaste Maxi Jumbo 225 g
Rp12.600",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7595852115-s14005872921.html,Lazada,2026-09-21 10:14
-,-,-,"1 lusin 12 Pasang Kaos Kaki Hitam Putih Sekolah SD, SMP, SMA
Rp28.500",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5774056476-s11229780760.html,Lazada,2026-09-21 10:14
DAP,https://www.lazada.co.id/dap/?type=brand,-,"DAP Kabel Data 2.4A fast charging silicone cable data cable usb micro type-c Lightning soft and durable
Rp7.078",-,-,-,Kab. Gresik,Handphone & Aksesoris,-,https://www.lazada.co.id/products/pdp-i8670454973-s16108296271.html,Lazada,2026-09-21 10:14
Maduro online,https://www.lazada.co.id/shop/maduro-online/?itemId=8635546038&channelSource=pdp,-,"So Fresh Minyak Angin Aromatherapy isi 2
Rp14.900 -26%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8635546038-s16052212522.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"[Paket isi 2] NUVO Family Sabun Mandi Cair Hygiene Protect Pouch 400ml
Rp23.000",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7953212542-s14366104649.html,Lazada,2026-09-21 10:14
Queen Fashion 29,https://www.lazada.co.id/shop/queen-fashion-29/?itemId=8372194015&channelSource=pdp,-,"TERMURAH! CELANA PANJANG TACTICAL PRIA DEWASA SAKU GAMBLOK TRENDY
Rp42.900 -11%",-,4.4,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8372194015-s14802152997.html,Lazada,2026-09-21 10:14
TOKORAFIKALISARI,https://www.lazada.co.id/shop/tokorafikalisari/?itemId=8225202108&channelSource=pdp,-,"Rose Brand Gula Pasir GMP Premium Kristal 1kg
Rp22.999 -12%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8225202108-s14633152262.html,Lazada,2026-09-21 10:14
-,-,-,"Termurah Benih Kangkung Super Jumbo 5kg Kualitas Unggul Kemasan Pabrik
Rp162.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7545456639-s13958012290.html,Lazada,2026-09-21 10:14
Joyko,https://www.lazada.co.id/joyko/?type=brand,-,"Liquid Glue Lem Cair Joyko GL-501 30ml
Rp2.800",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i4262024419-s7195736126.html,Lazada,2026-09-21 10:14
Lebih banyak Perlengkapan Binatu dari a,https://www.lazada.co.id/beli-makanan-minuman-cucian/lazada6940211_a-127220278/,-,"Parfum laundry wangi,hemat dan berkualitas ukuran 1 liter grade A HANNA
Rp35.000 -42%",-,-,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i18844953581-s116264978461.html,Lazada,2026-09-21 10:14
Arjag_Store,https://www.lazada.co.id/shop/arjagstore/?itemId=2691000561&channelSource=pdp,-,"Headset / Handsfree Pm-02 Ori Mega Bass Suitable for All Types of Android In-Ear Mobile Phones
Rp
9.306
Rp
50.000
-81%",-,4.6,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i2691000561-s13433144491.html,Lazada,2026-09-21 10:14
Honda,https://www.lazada.co.id/honda/?type=brand,-,"Vanbelt only Vario 110 karbu/Vario 110 techno/Vario 110 CW / Vario 110 Agnes Ori AHM KVB kd281
Rp
55.000
Rp
55.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i1692030703-s3283716168.html,Lazada,2026-09-21 10:14
Core ADV,https://www.lazada.co.id/shop/core-adv/?itemId=4524514039&channelSource=pdp,-,"Rubber stamp flash premium import quality
Rp
36.115
Rp
36.500
-1%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i4524514039-s12651060025.html,Lazada,2026-09-21 10:14
Han River,https://www.lazada.co.id/han-river-110068636/?type=brand,-,"Han River Air Fryer 8L 650W Visual Touch Screen
Rp465.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8221186063-s14629816818.html,Lazada,2026-09-21 10:14
Junior 88,https://www.lazada.co.id/shop/junior-88/?itemId=8094984921&channelSource=pdp,-,"SELANG 50 METER SERAT BENANG ANTI LUMUT SELANG AIR TAMAN PERKEBUNAN SELANG 1 ROL GRATIS SEMPROTAN
Rp191.100 -2%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8094984921-s14482748902.html,Lazada,2026-09-21 10:14
Tempo Store LazMart,https://www.lazada.co.id/shop/tempo-store-lazmart/?itemId=8714310418&channelSource=pdp,-,"My Baby Minyak Telon Plus 150ml
Rp34.500",-,4.9,-,Kab. Gresik,Ibu & Bayi,-,https://www.lazada.co.id/products/pdp-i8714310418-s16151346656.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"Minyak Goreng Rose Brand @ 2 Ltr
Rp43.225",-,5,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6712892543-s12752914196.html,Lazada,2026-09-21 10:14
Watsons,https://www.lazada.co.id/shop/watsons/?itemId=5938516081&channelSource=pdp,-,"Rexona Dry Serum Fresh Sakura 50ml
Rp29.500",-,4.9,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i5938516081-s11413052975.html,Lazada,2026-09-21 10:14
Al FTHR Shoes,https://www.lazada.co.id/shop/al-fthr-shoes/?itemId=7970756253&channelSource=pdp,-,"AL FTHRSHOES- Sepatu Sneakers Wanita Korean Style Terbaru JIHYOU Sepatu Kasual
Rp13.999 -78%",-,4.1,-,Kab. Gresik,Sepatu & Sandal,-,https://www.lazada.co.id/products/pdp-i7970756253-s14386326326.html,Lazada,2026-09-21 10:14
Gramedia,https://www.lazada.co.id/gramedia/?type=brand,-,"Seporsi Mie Ayam Sebelum Mati (Brian Khrisna)
Rp77.190",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8365070329-s14792074018.html,Lazada,2026-09-21 10:14
MamyPoko by LazMart,https://www.lazada.co.id/shop/mamypoko-lazmart/?itemId=8698604736&channelSource=pdp,-,"MamyPoko Pants Royal Soft Organic Cotton Girls ukuran M64 x2 (7-12kg) - Popok Bayi
Rp242.100",-,4.9,-,Kab. Gresik,Ibu & Bayi,-,https://www.lazada.co.id/products/pdp-i8698604736-s16134968084.html,Lazada,2026-09-21 10:14
Garnier,https://www.lazada.co.id/garnier/?type=brand,-,"(PAKET HEMAT ISI 2) Garnier Bright Complete Brightening Face Wash Skin Care - 100ml x 2 (Pembersih Wajah Untuk Kulit Cerah Cepat)
Rp63.300",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7175070767-s13494200785.html,Lazada,2026-09-21 10:14
KAO Store,https://www.lazada.co.id/shop/kao-store/?itemId=8752642893&channelSource=pdp,-,"Biore Guard Sabun Mandi Anti Bakteri 800ml 9pcs Karton
Rp272.600",-,5,0,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8752642893-s16196230172.html,Lazada,2026-09-21 10:14
MamyPoko,https://www.lazada.co.id/mamypoko/?type=brand,-,"MamyPoko Pants X-tra Kering Slim Tidak Gembung XL40
Rp66.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8698250736-s16134550665.html,Lazada,2026-09-21 10:14
Distrorajakaosoblong,https://www.lazada.co.id/shop/distrorajakaosoblong/?itemId=1815816032&channelSource=pdp,-,"koas oblong polos lengan pendek/atasan /t-shirt/atasan kaos/kaos harga grosir BISA UNISEX
Rp16.500 -63%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i1815816032-s3543280196.html,Lazada,2026-09-21 10:14
Koepoe Koepoe,https://www.lazada.co.id/shop/koepoe-koepoe/?itemId=5941422459&channelSource=pdp,-,"PASTA VANILLA (25ml)
Rp6.566",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5941422459-s11416412242.html,Lazada,2026-09-21 10:14
Merries,https://www.lazada.co.id/merries/?type=brand,-,"Merries Good Skin Pants Popok Perlengkapan Bayi XXL (15-25kg) Isi 28 x 4 - isi 112 (Carton) Kurangi Risiko Alergi Pada Kulit Bayi
Rp348.000",-,-,-,Kab. Gresik,Ibu & Bayi,-,https://www.lazada.co.id/products/pdp-i8701862513-s16138512024.html,Lazada,2026-09-21 10:14
Watsons,https://www.lazada.co.id/shop/watsons/?itemId=18815080067&channelSource=pdp,-,"Watsons Calamansi Scented Cream Bath Refill 800ml
Rp26.500 -24%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i18815080067-s116252195241.html,Lazada,2026-09-21 10:14
MCYCLE 1625474822,https://www.lazada.co.id/shop/mcycle-1625474822/?itemId=5527440626&channelSource=pdp,-,"Standar samping Sepeda 12/16/18/20 inch
Rp12.900 -14%",-,4.9,-,Kab. Gresik,Olahraga & Outdoor,-,https://www.lazada.co.id/products/pdp-i5527440626-s10982242519.html,Lazada,2026-09-21 10:14
AR_Online Shop,https://www.lazada.co.id/shop/aronline-shop/?itemId=5898786670&channelSource=pdp,-,"CELANA BATIK ANAK DAN DEWASA MENARIK//CELANA BOIM//UKURAN 1 TAHUN -JUMBO//CELANA HARIAN ANAK DAN DEWASA//CELANA BATIK BOIM TERLARIS//CELANA HARIAN SANTAI
Rp18.471 -63%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5898786670-s14184184333.html,Lazada,2026-09-21 10:14
JOYKO,https://www.lazada.co.id/shop/joyko/?itemId=5439264257&channelSource=pdp,-,"Pensil Pencil Joyko P-125 2B 1 Box 12 Pcs
Rp12.903",-,4.9,-,Kab. Gresik,Buku & Alat Tulis,-,https://www.lazada.co.id/products/pdp-i5439264257-s10828194703.html,Lazada,2026-09-21 10:14
Polytron,https://www.lazada.co.id/polytron/?type=brand,-,"POLYTRON SMART DIGITAL TV 24"" PLD 24CV1869
Rp1.860.000",-,4.9,1,Kab. Gresik,Elektronik,-,https://www.lazada.co.id/products/pdp-i7520688101-s13935258750.html,Lazada,2026-09-21 10:14
-,-,-,"Regulator Quantum QRL-03 REKONDISI yg sangat aman dan irit gas
Rp29.500 -16%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8697684735-s16134054971.html,Lazada,2026-09-21 10:14
Nilai Toko 99%,,-,"MY BABY Kids Shampoo & Conditioner Refill 200 mL
Rp12.573",-,4.9,-,Kab. Gresik,Ibu & Bayi,-,https://www.lazada.co.id/products/pdp-i8810846880-s16249130878.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=8247468726&channelSource=pdp,-,"Ekonomi Pencuci Piring Natural Jeruk Nipis Botol 650Ml
Rp9.200",-,4.8,-,Kab. Gresik,Rumah Tangga,-,https://www.lazada.co.id/products/pdp-i8247468726-s14654570091.html,Lazada,2026-09-21 10:14
-,-,-,"TERMURAH 2 PCS LEM TIKUS SUPER LENGKET TERMURAH DAN GRATIS ONGKIR
Rp12.500 -21%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7000690799-s13242962958.html,Lazada,2026-09-21 10:14
-,-,-,"ED - IKATAN RAMBUT TWIST SPIRAL ANAK MODEL KUPU-KUPU GAYA KOREA / AKSESORIS IKAT RAMBUT ANAK
Rp5.970 -37%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8136586764-s14531944669.html,Lazada,2026-09-21 10:14
-,-,-,"[Paket isi 6] SUKSESS Mie Instan Goreng Rendang 132g
Rp24.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7961148800-s14375366623.html,Lazada,2026-09-21 10:14
ms glow,https://www.lazada.co.id/ms-glow/?type=brand,-,"TONER GLOW MAKER MS GLOW TERBARU BPOM
Rp37.000 -63%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7384746512-s13798710823.html,Lazada,2026-09-21 10:14
Lovana,https://www.lazada.co.id/lovana/?type=brand,-,"Happy Kemiriku Sampo Vitamin E 100ml 3/6pcs Anti Rontok
Rp42.611",-,-,-,Kab. Gresik,Kesehatan,-,https://www.lazada.co.id/products/pdp-i1526812597-s16253564061.html,Lazada,2026-09-21 10:14
Fres & Natural,https://www.lazada.co.id/fres---natural/?type=brand,-,"Fres & Natural Cologne BT21 Persona Blush Botol 100ml
Rp12.200",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7176694087-s13496206590.html,Lazada,2026-09-21 10:14
-,-,-,"KANTONG PLASTIK SAMPAH TRASH BAG 50X75 / 60X100 / 90X120
Rp9.399",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6937346918-s13140010320.html,Lazada,2026-09-21 10:14
-,-,-,"PAKET PELANGGAN BARU 6pack Tisu Basah Bayi DR.BABY 80s - Tanpa Pewangi, BPA Free, Lembut & Aman untuk Kulit Sensitif
Rp27.295 -45%",-,-,-,Kab. Gresik,Ibu & Bayi,-,https://www.lazada.co.id/products/pdp-i8148722712-s14612242417.html,Lazada,2026-09-21 10:14
