nama_toko,url_toko,rating_toko,nama_produk,harga,rating_produk,terjual,lokasi_seller,kategori,sub_kategori,badge,url_produk,platform,waktu_scrape
-,-,-,Rp 57.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/frozen-pentol-gresik/pentol-sedang-isi-10-kemasan-plastik-makanan-ringan-1735404521896707654,Tokopedia,2026-09-25 09:50
-,-,-,Rp 45.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/frozen-pentol-gresik/pentol-kecil-isi-50-kualitas-terbaik-untuk-masakan-anda-1735404312088708678,Tokopedia,2026-09-25 09:50
-,-,-,Rp 67.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/frozen-pentol-gresik/pentol-jumbo-isi-5-kemasan-plastik-1735404563679446598,Tokopedia,2026-09-25 09:50
-,-,-,"Segara Arum Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/segara-arum-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 12.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/segara-arum-gresik/ikan-kering-layur-segara-arum-gresik-umkm-hasil-laut-indonesia-kaya-gizi-dan-manfaat-1735314811201357728,Tokopedia,2026-09-25 09:50
-,-,-,"PLAT kilat GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/plat-kilat-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 145.950,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/plat-kilat-gresik/frameless-plat-mobil-standart-motif-cat-1729684464106046880,Tokopedia,2026-09-25 09:50
-,-,-,"Gudang Plakat Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gudang-plakat-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 120.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gudang-plakat-gresik/akrilik-juara-spesial-agustus-bebas-custom-desain-bisa-menyesuaikan-1729771250314741007,Tokopedia,2026-09-25 09:50
-,-,-,Rp 87.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gudang-plakat-gresik/plakat-wisuda-3d-kado-wisuda-kenang-kenangan-pada-momen-spesial-1729751333570577679,Tokopedia,2026-09-25 09:50
-,-,-,Rp 75.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gudang-plakat-gresik/kaos-custom-sablon-satuan-bebas-pakai-gambar-logo-sendiri-ukuran-besar-sablon-a3-tulisan-kata-kata-desain-sendiri-suka-suka-bisa-satuan-dan-lusinan-sablon-dtf-bahan-tebal-cotton-combed-30s-distro-pria-wanita-tshirt-nyaman-cod-baju-keren-hitam-pendek-katun-1730828778275439887,Tokopedia,2026-09-25 09:50
-,-,-,"ISTANBUL KEBAB TURKI GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/istanbul-kebab-turki-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 9.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/istanbul-kebab-turki-gresik/thai-tea-cheese-minuman-teh-thailand-yang-dipadukan-dengan-krim-keju-enak-dan-segar-gresik-1732864727603447678,Tokopedia,2026-09-25 09:50
-,-,-,Rp 6.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/istanbul-kebab-turki-gresik/blackcurrant-tea-minuman-teh-dengan-rasa-blackcurrant-gresik-1732864738535573374,Tokopedia,2026-09-25 09:50
-,-,-,"Rihlah Saidah Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/rihlah-saidah-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 136.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/rihlah-saidah-gresik/go-milku-gold-sr12-kemasan-200gr-susu-kambing-etawa-1731703021050299973,Tokopedia,2026-09-25 09:50
-,-,-,Rp 131.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/rihlah-saidah-gresik/sr12-go-milku-kemasan-box-3-varian-rasa-etawa-susu-kambing-1731702904891475525,Tokopedia,2026-09-25 09:50
-,-,-,"Gerai Plastik Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gerai-plastik-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 31.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gerai-plastik-gresik/kantong-plastik-kresek-alfa-bening-1734700173328156100-1734700213648524740,Tokopedia,2026-09-25 09:50
-,-,-,Rp 40.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gerai-plastik-gresik/tissue-jolly-250-sheets-4-pcs-tisue-wajah-serbaguna-1734677096444429764,Tokopedia,2026-09-25 09:50
-,-,-,Rp 39.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gerai-plastik-gresik/tissue-sofita-kuliner-200-lembar-2-ply-10-pcs-tissue-kuliner-warung-makan-warteg-dll-1734677040924427716,Tokopedia,2026-09-25 09:50
-,-,-,"AGUS BUNGAH GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/agus-bungah-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 391.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/agus-bungah-gresik/alat-hadroh-rebana-ishari-ikatan-seni-hadroh-indonesia-al-at-roh-had-1732464196280157862,Tokopedia,2026-09-25 09:50
-,-,-,"golden glow gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/golden-glow-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 130.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/golden-glow-gresik/golden-glow-gresik-facial-wash-whitening-wajah-1731344194701198809,Tokopedia,2026-09-25 09:50
-,-,-,Rp 160.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/golden-glow-gresik/golden-glow-gresik-toner-mencerahkan-sekaligus-bisa-penganti-micellar-water-yang-bisa-mengangkat-kotoran-facial-wajah-1731344233938716121,Tokopedia,2026-09-25 09:50
-,-,-,Rp 102.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/golden-glow-gresik/golden-glow-gresik-daily-whitening-cream-mencerahkan-dan-juga-ngetoneup-1731353427961677273,Tokopedia,2026-09-25 09:50
-,-,-,"Snack safari gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Makanan & Minuman,,-,https://www.tokopedia.com/snack-safari-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"SMKN 1 SIDAYU GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/smkn-1-sidayu-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"ali timor-er gresik auto part
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ali-timor-er-gresik-auto-part,Tokopedia,2026-09-25 09:50
-,-,-,Rp 75.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ali-timor-er-gresik-auto-part/satu-set-paking-karburator-mobil-timor-sohc-1730526693481088271,Tokopedia,2026-09-25 09:50
-,-,-,Rp 95.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ali-timor-er-gresik-auto-part/vbelt-alternator-4pk885-timor-sohc-dan-dohc-1730526682282820879,Tokopedia,2026-09-25 09:50
-,-,-,Rp 85.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ali-timor-er-gresik-auto-part/rotor-delco-timor-sohc-karburator-1730526623797249295,Tokopedia,2026-09-25 09:50
-,-,-,"GROSIR GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirgresik01,Tokopedia,2026-09-25 09:50
-,-,-,Rp 88.434,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirgresik01/lampu-led-philips-19watt-mycare-coolday-light-eyecomfort-harga-grosir,Tokopedia,2026-09-25 09:50
-,-,-,Rp 64.950,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirgresik01/lampu-led-philips-14-5-watt-mycare-coolday-light-eyecomfort-1650-lumen,Tokopedia,2026-09-25 09:50
-,-,-,Rp 20.100,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirgresik01/hannochs-lampu-led-vario-6w-12w-18w-24w-watt-murah-12w,Tokopedia,2026-09-25 09:50
-,-,-,"KGF FIGHTER GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kgf-fighter-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 33.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kgf-fighter-gresik/galasan-hayabusa-bahan-n66-ori-double-silicone-thermoz-size-0-22-kuat-super-tajam-daily-tournament-full-treatment-1732362840774706664,Tokopedia,2026-09-25 09:50
-,-,-,Rp 38.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kgf-fighter-gresik/gelasan-drakness-blue-series-size-0-22-matot-putih-superior-for-player-tournament-tajam-racikan-pyrex-black-carbone-stone-aluminum-oxide-1733152752410658280,Tokopedia,2026-09-25 09:50
-,-,-,Rp 45.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kgf-fighter-gresik/gelasan-raja-hanoman-super-glass-treatment-panjang-2000yard-full-beling-termos-dan-double-silicone-kasar-sasak-padi-1732362861871728104,Tokopedia,2026-09-25 09:50
-,-,-,"OFERO GRESIK GKB
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ofero-gresik-gkb,Tokopedia,2026-09-25 09:50
-,-,-,Rp 6.499.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ofero-gresik-gkb/sepeda-listrik-ofero-magical-2-pro-lithium-e-bike-speed-42km-power-600w-1730401600913967050,Tokopedia,2026-09-25 09:50
-,-,-,Rp 3.999.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ofero-gresik-gkb/sepeda-listrik-ofero-ledo-2-e-bike-speed-37km-power-500w-outdoor-1731181726197778378,Tokopedia,2026-09-25 09:50
-,-,-,Rp 5.579.100,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ofero-gresik-gkb/sepeda-listrik-ofero-galaxy-5-lithium-e-bike-speed-39km-power-500w-1732048996018522058,Tokopedia,2026-09-25 09:50
-,-,-,"Agen Skincare Gresik_NEW
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Kecantikan,,-,https://www.tokopedia.com/agen-skincare-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 340,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/agen-skincare-gresik/kime-skincare-luminijing-jeju-brightening-soap-sabun-wajah-pria-dan-wanita-sabun-wajah-terlaris-skincare-korea-1731015730614666849,Tokopedia,2026-09-25 09:50
-,-,-,"Babycare Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Ibu & Bayi,,-,https://www.tokopedia.com/babycare-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 329.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/babycare-gresik/emily-sterilizer-uv-dryer-6l-untuk-botol-bayi-dan-nail-kapasitas-3-botol-travel-friendly-garansi-1-tahun-1735525356323308807,Tokopedia,2026-09-25 09:50
-,-,-,Rp 95.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/babycare-gresik/kasur-bayi-klambu-set-motif-zebra-free-selimut-premium-untuk-kenyamanan-bayi-anda-1735559602970985735,Tokopedia,2026-09-25 09:50
-,-,-,Rp 339.900,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/babycare-gresik/breeze-baby-seat-tempat-duduk-bayi-dengan-3-tingkat-ketinggian-dan-sarung-nyaman-yang-dapat-dilepas-warna-merah-cocok-untuk-6-bulan-hingga-36-bulan-1735622049256736007,Tokopedia,2026-09-25 09:50
-,-,-,"Club Supra Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/club-supra-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 7.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/club-supra-gresik/ganci-karet-anniversary-2-dekade-csg-1736019010241266849,Tokopedia,2026-09-25 09:50
-,-,-,"AHM AUDIO GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ahm-audio-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 80.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ahm-audio-gresik/kaos-ahm-audio-gresik-bahan-30s-cotton-combed-1729959819087678132,Tokopedia,2026-09-25 09:50
-,-,-,"Aulia Herbal Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-herbal-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 26.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-herbal-gresik/lip-care-sr12-herbal-skincare-1730662847718393831,Tokopedia,2026-09-25 09:50
-,-,-,Rp 45.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-herbal-gresik/mhs-sensatia-minyak-herba-sinergi-hni-hpai-1730687151310211047,Tokopedia,2026-09-25 09:50
-,-,-,Rp 60.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-herbal-gresik/extrafood-hni-health-hni-hpai-1731034062164690919,Tokopedia,2026-09-25 09:50
-,-,-,"Sekawan Teknik Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sekawanteknik32,Tokopedia,2026-09-25 09:50
-,-,-,Rp 44.400,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sekawanteknik32/oil-filter-sakura-o-1001-filter-alat-berat-truck-bus-mobil,Tokopedia,2026-09-25 09:50
-,-,-,Rp 99.900,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sekawanteknik32/oil-filter-sakura-c-6205-filter-alat-berat-truck-bus-mobil,Tokopedia,2026-09-25 09:50
-,-,-,Rp 33.300,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sekawanteknik32/oil-filter-sakura-c-1002-filter-alat-berat-truck-bus-mobil,Tokopedia,2026-09-25 09:50
-,-,-,"wahid star gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/wahid-star-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 15.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/wahid-star-gresik/busi-ori-supra-dan-beat-karbu-1733438412592547690,Tokopedia,2026-09-25 09:50
-,-,-,"ADA CELL GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/adacellgresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 8.000.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/adacellgresik/samsung-a05s-6-128-garansi-resmi,Tokopedia,2026-09-25 09:50
-,-,-,Rp 10.000.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/adacellgresik/realme-11-pro-5g-garansi-resmi,Tokopedia,2026-09-25 09:50
-,-,-,Rp 4.999.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/adacellgresik/samsung-a54-5g-garansi-resmi-putih-8-128-881da,Tokopedia,2026-09-25 09:50
-,-,-,"SPICY RECEH GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/spicy-receh-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"Jajanara Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/jajanara-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 20.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/jajanara-gresik/ceker-tanpa-tulang-pedas-frozen-1736574008185292388,Tokopedia,2026-09-25 09:50
-,-,-,Rp 18.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/jajanara-gresik/soes-kering-cokelat-1736703782585927268,Tokopedia,2026-09-25 09:50
-,-,-,"Aice Resseller Gresik
Kab. Lamongan
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aice-resseller-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 200.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aice-resseller-gresik/aneka-ria-ice-cream-ember-5-liter-dan-8-liter-series-3in1-tersedia-size-5l-8l-1734438839751836736,Tokopedia,2026-09-25 09:50
-,-,-,Rp 1.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aice-resseller-gresik/anak-ikan-lele-sangkuriang-1734441185339737152,Tokopedia,2026-09-25 09:50
-,-,-,"AGEN PETIS GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/agen-petis-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 17.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/agen-petis-gresik/petis-udang-super-cap-rajakoki-250g-1735767504065496221,Tokopedia,2026-09-25 09:50
-,-,-,Rp 60.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/agen-petis-gresik/petis-udang-super-cap-rajakoki-1735749542888965277,Tokopedia,2026-09-25 09:50
-,-,-,Rp 480.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/agen-petis-gresik/petis-udang-super-cap-rajakoki-10kg-1735764141066650781,Tokopedia,2026-09-25 09:50
-,-,-,"TOKO PAK D GRESIK
Surabaya
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-pak-d-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 105.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-pak-d-gresik/jarot-santet-turu-dek-gelasan-jarot-santet-1600yard-senar-gelasan-matot-jarot-santet-turu-dek-harga-untuk-1-pcs-1735700833382991349,Tokopedia,2026-09-25 09:50
-,-,-,Rp 75.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-pak-d-gresik/lembu-ikari-1600yard-matot-bahan-gold-untuk-main-jepret-tarik-tempel-seret-harga-untuk-1-pcs-1735586152679441909,Tokopedia,2026-09-25 09:50
-,-,-,Rp 30.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-pak-d-gresik/gelasan-matot-sekarat-1600-yard-matot-tajam-melukai-ramah-di-kantong-1735196740718331381,Tokopedia,2026-09-25 09:50
-,-,-,"Langganan Motor Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/langgananmotor,Tokopedia,2026-09-25 09:50
-,-,-,Rp 105.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/langgananmotor/filter-udara-panther-turbo-906,Tokopedia,2026-09-25 09:50
-,-,-,Rp 30.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/langgananmotor/dop-lampu-h27-12volt-27-watt,Tokopedia,2026-09-25 09:50
-,-,-,Rp 650.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/langgananmotor/bi-led-projector-autovision-putih-kuning,Tokopedia,2026-09-25 09:50
-,-,-,"Tepung Super Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/tepung-super-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"olxmobbi-gresik
Surabaya
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/olxmobbi-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 3.000.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/olxmobbi-gresik/honda-mobil-baru-jawa-timur-1730875684258481942,Tokopedia,2026-09-25 09:50
-,-,-,"Handmade Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/handmade-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 20.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/handmade-gresik/17-agustus-merdeka-bando-kepala-merah-putih-dengan-huruf-dan-bintang-untuk-perayaan-kemerdekaan-indonesia-1736933831671186531,Tokopedia,2026-09-25 09:50
-,-,-,Rp 17.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/handmade-gresik/dirgahayu-republik-indonesia-81-th-bando-merah-dengan-boneka-kecil-dan-bendera-indonesia-untuk-perayaan-1736931999379719267,Tokopedia,2026-09-25 09:50
-,-,-,Rp 10.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/handmade-gresik/jepit-pita-merah-putih-1736907031225861219,Tokopedia,2026-09-25 09:50
-,-,-,"agen dien parfum gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Kecantikan,,-,https://www.tokopedia.com/dienparfum,Tokopedia,2026-09-25 09:50
-,-,-,Rp 25.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/dienparfum/parfum-misk-taharah-oles-by-surrati-grade-a-1730379405788940191,Tokopedia,2026-09-25 09:50
-,-,-,Rp 50.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/dienparfum/hair-tonic-ginseng-menguatkan-akar-rambut-dan-mencegah-rambut-rontok-merangsang-pertumbuhan-rambut-serta-melembabkan-rambut,Tokopedia,2026-09-25 09:50
-,-,-,Rp 42.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/dienparfum/shampoo-aroma-dupa-pengantin-sampo-wangi-mewah-tahan-lama-anti-lepek-segar-1736949936042575775,Tokopedia,2026-09-25 09:50
-,-,-,"Iphone store Gresik Aloy
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/iphone-store-gresik-aloy,Tokopedia,2026-09-25 09:50
-,-,-,Rp 40.000.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/iphone-store-gresik-aloy/iphone-17-promax-kapasitas-1tb-1733175864076830681,Tokopedia,2026-09-25 09:50
-,-,-,"JUAL BELI IPHONE GRESIK SBY
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/jual-beli-iphone-gresik-sby,Tokopedia,2026-09-25 09:50
-,-,-,Rp 18.190.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/jual-beli-iphone-gresik-sby/iphone-17-256gb-ibox-second-1733764447385322602,Tokopedia,2026-09-25 09:50
-,-,-,Rp 19.793.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/jual-beli-iphone-gresik-sby/iphone-16-promax-256gb-ibox-1733764441882592362,Tokopedia,2026-09-25 09:50
-,-,-,Rp 21.000.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/jual-beli-iphone-gresik-sby/resmiindo-new-segel-iphone-16-pro-max-256gb-produk-baru-dalam-kemasan-original-1732672783615427690,Tokopedia,2026-09-25 09:50
-,-,-,"GRESIK GF
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gresik-gf,Tokopedia,2026-09-25 09:50
-,-,-,Rp 50.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gresik-gf/fancy-ranchu-9-12cm-1737085170643076512-1737085183948195232,Tokopedia,2026-09-25 09:50
-,-,-,"Moslemwear gresik_NEW
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moslemwear-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 85.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moslemwear-gresik/peci-songkok-nasional-beludru-hitam-motif-lukis-salur-kopiah-muslim-lembut-nyaman-1729618443155047716,Tokopedia,2026-09-25 09:50
-,-,-,Rp 25.750,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moslemwear-gresik/al-qodiry-peci-songkok-beludru-hitam-ac-anak-lukis-motif-karakter-pesawat-terbang-1729616577601242404,Tokopedia,2026-09-25 09:50
-,-,-,Rp 27.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moslemwear-gresik/al-qodiry-songkok-peci-beludru-hitam-ac-anak-lukis-masjid-1729558494591026468,Tokopedia,2026-09-25 09:50
-,-,-,"Zilong Gresik ML
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/zilong-gresik-ml,Tokopedia,2026-09-25 09:50
-,-,-,"MAHSA STORE GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/mahsa-store-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 1.755.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/mahsa-store-gresik/jam-tangan-pintar-smart-watch-s1-active-1734503104973407942,Tokopedia,2026-09-25 09:50
-,-,-,"Meymey Popok Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Ibu & Bayi,,-,https://www.tokopedia.com/meymey-popok-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 54.878,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/meymey-popok-gresik/sweety-bronze-dry-x-pert-tape-nb-s44-pants-s38-m32-l28-xl24-popok-bayi-dengan-teknologi-diamond-layer-smart-leak-lock-untuk-kering-hingga-12-jam-diapers-1735284511838799469-1735285019575617133,Tokopedia,2026-09-25 09:50
-,-,-,Rp 73.429,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/meymey-popok-gresik/baby-happy-body-fit-pants-s56-m48-xl38-celana-bayi-dengan-teknologi-air-through-breathable-backsheet-untuk-kenyamanan-maksimal-quick-dry-layer-overlap-technology-wetness-indicator-1736009171915146861-1736009841862215277,Tokopedia,2026-09-25 09:50
-,-,-,Rp 64.748,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/meymey-popok-gresik/merries-popok-merries-pants-good-skin-ukuran-m32-l28-xl26-14-jam-daya-serap-lembut-dengan-ekstrak-alami-witch-hazel-allergy-tested-teruji-klinis-diapers-kulit-1735265904993797741-1735266399138842221,Tokopedia,2026-09-25 09:50
