judul,tanggal,topik,sumber,tipe,ringkasan,url,waktu_scrape
"Salurkan Bansos DBHCHT di Benjeng, Wabup Alif Ingatkan Warga Gunakan untuk Kebutuhan Pokok - Radar Gresik",24 Aug 2026,Umum,Google News (Radar Gresik),google_news,"Salurkan Bansos DBHCHT di Benjeng, Wabup Alif Ingatkan Warga Gunakan untuk Kebutuhan Pokok Radar Gresik",https://news.google.com/rss/articles/CBMi7gFBVV95cUxPQU1raEYwbWhjcWRweEZuejVyMjJIYXJKM1YyVHRvcm1zQTFVRFlUaktidDNjaDZISHJiLVRTWXpWaldXWVFoS3hyMFZ3bXRHNWtteUdnWlBUTWtleFJiWFJzYndwQzk3bnhYdEc3WDkzMkR2WElvZ3pWc0VzUmM1SVpSOHlTMFJxelcydmhNbUtQRHpmM0JrX2pPS010Q1Q0MjBjTEs4cHlqQmtyM1BkY09YUUhCMTZndk5fdmJ4WHAydHhucFlWZXVyekpKSmhiVUhTVTBWVU5ZRmlmeDBnTVFLdUlkd3BtS3FlMEp30gHzAUFVX3lxTFA4UjlONWRMWm8zNHZ5WEh2MXRadUVpQVp6aktPNzRrdEFzenZVRUFYUVYxOFhyc0hraDFWY3Q1T3pTUmpLTmNqTzQ3Ml80Q2pRdl9LSkxSMWlOTU40SzlZQXJCM0FWSGlnYXEwZmlGM01IckZfOUVpYVQ0WHc1d0k2UW5YSHNrZ1BHVVBGNnNIYl9RT2NxWGIyeDdRWkpxajRIVFRXcDdOU1pjRWhKTTNhdno5QmUxUkN0dEVVaWtVSTdURHZBTWZkcjZRU21idEFwYnZPY0hyRmVhUlE5WUxub2NPVG9UNHl0RE1GOV9ERnY5dw?oc=5,2026-08-26 19:28
Wabup Gresik Buka Dialog Warga Saat Salurkan BLT dan Bantuan Pangan - InfoPublik,23 Aug 2026,Umum,Google News (InfoPublik),google_news,Wabup Gresik Buka Dialog Warga Saat Salurkan BLT dan Bantuan Pangan InfoPublik,https://news.google.com/rss/articles/CBMitgFBVV95cUxObWM5R2NPSGtjQ3Y4UjF5ZG01NWU1MkIxVXVPTVE1YS1fY1VsQlctS29BUFc5RnhtY1dSSFZhOE5IZHpFMzVwZEVUUFRzcXltTE16eHhDZFFJRkxNVXBfZzZxU1h5Rzd6amVMN2NvSlZ6cm9zVTlRMEd2N1pndlY5ZXpzQjh4emtTZEFnSFNqMmhjNzNaZnQ4VnByZEZlQ2JLaEZiUERsZDFZU1h3ZW9adEYxeFJiQQ?oc=5,2026-08-26 19:28
"Nekat Beraksi di Pagi Hari, Dua Pelaku Curanmor Gasak Motor di Parkiran Swalayan PPS Gresik - Radar Gresik",24 Aug 2026,Umum,Google News (Radar Gresik),google_news,"Nekat Beraksi di Pagi Hari, Dua Pelaku Curanmor Gasak Motor di Parkiran Swalayan PPS Gresik Radar Gresik",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQNTRFeHI2SlJUWi1NRjBmYkVyX1JRRldWVl9jbUR6WlJNV0RhMTItR3JCSW01R3BUV0VET1hHTXAxTVRycnVGVkJnSGF1TnpvSFBISHdvcjA4eUtTRmhWTWg4S1RlQm5UTWV6SXk5djJMWlBHNVJYdjBuMC1DcXpRdjBoeFYtTEVJOEs3V29EMGx1QmFPMlpmdGh2T1Y1MmIwMlZCeTBkZ0lyWUFPNDJueHlWc0xXNFJlX3BSTWhkMWV6SUhDbmV3SnhzQ0tSWU5LR2s1eERyUm9BR0nSAeABQVVfeXFMTTlnXzc0TGJVU1J2UnhxelZkV3lROUd1bzNEbGxudGFxY1NBSjhjT0JNd2NJUjFPTGM1Um01WlltMTkyVG85cDVWSUkzUkZDSmJqczk4S1RkamZHVVdyY2ZnS2tlOHVsX0hjd0FlM2RJU01FTmRkS0RtcmNxSFpXeHhPcXYwYnM3RE1fLUgzZllJbGRMOHZWTkhfUzVkUl9TYnZTSlVZdDZWSzBWRUFPZndhRWFlWGNwZElvY2d3cXJ1bDRDbDZzTTY1MTQ4MkJ2c0thUm02OGt3MEstTURLdDM?oc=5,2026-08-26 19:28
"Operasi Tumpas Narkoba Semeru di Gresik Ungkap 14 Kasus, 17 Tersangka Diciduk - beritajatim.com",26 Aug 2026,Keamanan & Hukum,Google News (beritajatim.com),google_news,"Operasi Tumpas Narkoba Semeru di Gresik Ungkap 14 Kasus, 17 Tersangka Diciduk beritajatim.com",https://news.google.com/rss/articles/CBMiogFBVV95cUxNSGc0WXdjS0l1R2h1QWtkTWo2a25GYXlLTFl6ZkNCTzhuVGhDeVdzRnlMbEJNN0tfMWlkazJLRmtXOGZoSzFhSjB2aGVCSGNOWGQxX3dxOGpnTVJSXzF3SGVUYmoyWER2N19sTHJmUkNsdFVMdTBWSmd5d3dUZlRuZFpnY0IyMTlSRG4xWjY4czFNeElpb0ZOMC1OekoxX0ptM3c?oc=5,2026-08-26 19:28
"Uri-Uri Budaya Lokal, SMAN 1 Gresik Gelar Karnaval Budaya hingga Tampilkan Tokoh Sejarah - Radar Gresik",23 Aug 2026,Ekonomi & UMKM,Google News (Radar Gresik),google_news,"Uri-Uri Budaya Lokal, SMAN 1 Gresik Gelar Karnaval Budaya hingga Tampilkan Tokoh Sejarah Radar Gresik",https://news.google.com/rss/articles/CBMi2AFBVV95cUxQQVdybDg4S2RDb2hwMDR1LU90bWJTWm5QVTVHLWh1WEY1QnFiV3R6d0RSNlhDS2JCLVhZcWNZRUpwVGpRWEh1ZFM4aG1DWEVKTXhxandScEYtbkYxTjZvdTBmY1VHTHdQektUeUpEN2l3Nk1WZ0EybzljYmVIalAxeGdsLTJTQ3JnSG1CSWRnR2NvcTVpWm9sZFNXem84aC1pZTZVZm9WMlM2dDFXQmJJcWpLelBDZ0JJX3I0SnZYSEQ2VlVXLXRKLTNtQzFZYTZRTGM1b2hURXbSAd4BQVVfeXFMTmJJWmxlcmQ5V21BMlA5UlJ1Ti1EbnUwSUlvaVo4ejVzakFxNVJqRnZYZ3JLYzRaTHNQUWF0c3pPSlpTRzNGUnFBaUh3Wks0eVpPOXl1Vmp6SWZxM1NqTm1XbHAyYWpNNExTX3gzcXRVVVhvR0prMFZPN1drN25qQkNwMW4yYU1hODhmaWNPYkNJRFQxbGRMR1J0UlhubEFSUmtkWDZsZ0NuMlFlZmUtd0lOYTFkejJUeFhiWHo0X3ZiVC1jSkJHelBJWDYwMld1dkIybnNwMndTX0ticjdR?oc=5,2026-08-26 19:28
"Perkuat Sinergi dengan Masyarakat, GP Ansor Gending Gresik Gelar Reog Ponorogo - NUGres",23 Aug 2026,Umum,Google News (NUGres),google_news,"Perkuat Sinergi dengan Masyarakat, GP Ansor Gending Gresik Gelar Reog Ponorogo NUGres",https://news.google.com/rss/articles/CBMiqAFBVV95cUxQTDNWT1RlQzc4VGktay00RGpPd2lnRWI1NTk3aXFKZXJMRkNHc2JzRm1fanRlc19zREV0WHBGTXV0dHBYUGtSYXA5NnV5Ul9DZFRsd3JEZUlBZ01QUTBZY1J6Y3NXTVhnamxPRkY3dlRzVVhIR0M4VVloLWdrUTVuTDNnRGlrSy1aTncybTItVlVVcndqN3NZRXBuT05wMzBaT2Y4SklMdTg?oc=5,2026-08-26 19:28
Pemkab Gresik Tambah Anggaran Pendidikan Rp19 Miliar untuk Perbaiki Sekolah Rusak - BBPMP Jatim,26 Aug 2026,Pendidikan,Google News (BBPMP Jatim),google_news,Pemkab Gresik Tambah Anggaran Pendidikan Rp19 Miliar untuk Perbaiki Sekolah Rusak BBPMP Jatim,https://news.google.com/rss/articles/CBMixgFBVV95cUxPQUIzeGVTZWhQZVByajh1Z3dfMWdsbWk1cHZNLW9VVjRsZ2Fnd196QVlobzFQemN6Mmx6VUhzY1FTcFdYOXNsZnQwNG5LSXR0cFR2SFJWLWd0SHE3VjVTWDFSaFZCeHdZVTZKQXhjU3o2Nk5JbmR0Z0FxLVJPdTN1aDNHZm1TRExPakRLc2czMnFicWM0dlpnbXI0UE5MWENxWm9Xd2NTZ0p0Qm9OZVEyU0lvRkZTMUphYlZBUUpMd1pUTm80V3c?oc=5,2026-08-26 19:28
"Perkuat Sinergi, LDII Gresik Audiensi dengan Ketua Pengadilan Agama Gresik Kelas IA - suryaindonesia.net",26 Aug 2026,Keamanan & Hukum,Google News (suryaindonesia.net),google_news,"Perkuat Sinergi, LDII Gresik Audiensi dengan Ketua Pengadilan Agama Gresik Kelas IA suryaindonesia.net",https://news.google.com/rss/articles/CBMixgFBVV95cUxPbVV3ZnY3YnF5VWk2cWRFMktCMGdnWDhDbHpDaUFmRzFYZm4xUnRHVXFFTkhKUW1rWUdGRkFCOHVmRkVJZzcwNEYxRi11YVJiUnR3ZmxNcVBLZVcxblVGNDVnazRaREFsbUM0UUplTzdjejJvZjZBUTJ4Z09hX2RUUzBOdHUzeDhYMXVublQyTHBDOVpsRnV1RXprUTNvdlhCVS00b21UMGx1MElDQjRhZGNRdEZEQ0VhSjNOY2ZsSC10LUdhYnc?oc=5,2026-08-26 19:28
"Maulid Nabi di MI Al-Karimi Gresik, Siswa Diajak Teladani Akhlak Rasulullah - Javasatu.com",26 Aug 2026,Pendidikan,Google News (Javasatu.com),google_news,"Maulid Nabi di MI Al-Karimi Gresik, Siswa Diajak Teladani Akhlak Rasulullah Javasatu.com",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQWE9vYmFhSEtvNXFrc3RCNjY4X1lsMDlrOUFaRE8xRmNWMTJIWmViMjNmZ2hMVFR4ck5kNHZyZTdLdy1YZldWWDk1a2dpalEtOVlUODhMUS1LNXAtOGN1eFpYSjZNNjM2V0liNlo5M2pEcDhFeV9GeTVIM1lleEFVcV9ZM1h6dkEwN2lWVHVBbmExWFdUUnlULWdsYlJkc19rWWVjdHdOdlZKams?oc=5,2026-08-26 19:28
DPRD Gresik Minta Pembangunan Puskesmas Kepatihan Selesai Tepat Waktu - Malangtimes,26 Aug 2026,Infrastruktur,Google News (Malangtimes),google_news,DPRD Gresik Minta Pembangunan Puskesmas Kepatihan Selesai Tepat Waktu Malangtimes,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQd0FlNzN0WWRwSEwtNXJacWZIYmhwNFZ6ZDBDODZlb1dMb2FXN1FIRWlwd3o3aWI0dDFqRURhS3VnVndmUW5HRGcxenZ3Q0RLa2tST1o2c21MVUNZcmVHc2JTNV9vZEphT2Jiem1QQjBDcUxRdmVJVDdGNHA5LW1RZmFZVEVob0lHekRuOVdtVjhDYnNMS3Zad01uV1d1SEd5ci1XOHg0T3k5M1FkU0JDaWZIX3hDZ0tDOHZJalpjSWlqeHM2anhPeNIBzgFBVV95cUxQT0RZWF81dXZrSmdHTWxYRW1rTVJtTi0yUS1na1AxZS0wb0xkb2c5am1MQmZ6bGVmWHpwYkhMMlVHVDNHN1kyRHlGaFpNZndCVnluZDhxV3pWWFRGOFhxa0dQMzBDTTh1d3hTV1RRX2E4MnhPQjl1UzBETHJ2UDhnVHIwRTUwU2IwdGxabkJjWHh2S1F2UE5Gc21xaDJSa1J6c1lhYldSbkdLRTVmUVpfNWZaNk9GRW51ZmphYzAxWHhQdEFjNERyaVQ1ZHMtdw?oc=5,2026-08-26 19:28
"Aspirasi Warga Terwujud, Jalan Dusun Bandung Gresik Kini Mulus dan Rapi - Sabdanews",26 Aug 2026,Infrastruktur,Google News (Sabdanews),google_news,"Aspirasi Warga Terwujud, Jalan Dusun Bandung Gresik Kini Mulus dan Rapi Sabdanews",https://news.google.com/rss/articles/CBMimAFBVV95cUxOVC04SDQ4VnNwdU0tWi1tV1I5WHhWa0xkVXVDY05QQ2J4MDdKZHV1emxXOXNUdV9nUG4wV0FoVlhacDJYRjhXWVpFbnprSGN4LXFFMEdsc19uaFNIYTh6VDBMWEFZdTZXYUJoQ3FhODdMbzVmeGlLSXFiSlAyZDdlVzVoX21nVkFqWEg1b2ltNDQyeEk2YjhzWA?oc=5,2026-08-26 19:28
"Diduga Akibat Pembakaran Sampah, Lahan Kosong Dekat Permukiman PPS II Gresik Terbakar - Radar Gresik",02 Aug 2026,Lingkungan,Google News (Radar Gresik),google_news,"Diduga Akibat Pembakaran Sampah, Lahan Kosong Dekat Permukiman PPS II Gresik Terbakar Radar Gresik",https://news.google.com/rss/articles/CBMi0wFBVV95cUxNZmhvdVg5Z2tWcUlNNG9LOVczT3FmdWdVdWlNNW5WR3lfT19JZHVubFdJSGZCRFMxX3FTNU12ejVZR0RtOWFQRm5wdkpEX3ZFRjNqdWFKSEhaLUEtT19WX1dWbnJSTUJxVlZybkg3bjEtWHg0dWZLN2lhMHNwY19wbTMybmktOFpaSTNVdUo4V0dFWDVXVDVFdS1Ja1BpRDk1VFpKblplbkxsRDVFc09SNGxWQ25vajJhQmUxbFJpMlVxZFA2V0ZCa01tRnAyay0yNjdN0gHYAUFVX3lxTE1PMEd5RmVOZ24tZE81SmdGYklvbk1xTTNoOUFkN1pFR2JZbEt1QUdBMWlNUGNTeDFQbmNicng4V0F5eDRJVWp5VnhYaWd6NXVjX19POXhVLTh1ZXd2MUdUa0ZBS2Nkc2dzaW5EVkJFM2oxWEdTR1BneW9KZmFyREtCZVZ2bFc3NVN2WC1pbVByTHhQdTY1YWhoVHZaSDJlMXprX0oyVHpqaFVRT1FjZXdsbkJzM3RJUHFkZWF0bnVGTmV3cEYxdnlsaXZSMVdVOE1rZThxUG1IdA?oc=5,2026-08-26 19:28
Pemkab Gresik Salurkan BLT DBHCHT dan Bantuan Pangan bagi Masyarakat Benjeng - Suara Gresik,24 Aug 2026,Umum,Google News (Suara Gresik),google_news,Pemkab Gresik Salurkan BLT DBHCHT dan Bantuan Pangan bagi Masyarakat Benjeng Suara Gresik,https://news.google.com/rss/articles/CBMisgFBVV95cUxOUmtRYU16dEdPcE9fR1lwRFlRUUdSSTVzUVRpNU10N01jOW5YZTktR05RbUFfTEJtcE1qbXhHRWJTV2NPaDQtOExLQ0F4c2owNmI3ZndzZXhyWi1KX2Y2TWNfMEYwTjlXWmlDWmpkYWRTWTJmbTJpaEVsUFMwMWF3NHp0aUxxV2Z3Wll4T0pzbkxUNmFnd0lhSHN1S1dzWXA0LUhjUWMzTHVPbWJ2T1BtQ0N3?oc=5,2026-08-26 19:28
